,Date,Région,Consommation (MW),Shortage,Person Blackout,Person Blackout Percentage,warm month
202,2013-01-17,Provence-Alpes-Côte d'Azur,346695.0,103.0,1501.1514328155872,0.0002970911031309941,0.0
203,2013-01-17,Île-de-France,640670.0,117.0,2230.4357922175222,0.00018262131830739693,0.0
204,2013-01-18,Auvergne-Rhône-Alpes,544157.0,163.0,2394.7074410510204,0.0002995459031125209,0.0
205,2013-01-18,Bourgogne-Franche-Comté,176943.0,169.0,2681.764087870105,0.0009551098376313276,0.0
206,2013-01-18,Bretagne,196398.0,74.0,1256.73701361521,0.0003767859143168464,0.0
207,2013-01-18,Centre-Val de Loire,177443.0,75.0,1087.4702016985736,0.0004226709422180644,0.0
208,2013-01-18,Grand Est,355232.0,191.0,2984.3153178767675,0.0005376767858751463,0.0
209,2013-01-18,Hauts-de-France,414872.0,172.0,2489.2173393239364,0.0004145857035422974,0.0
210,2013-01-18,Normandie,250328.0,147.0,1953.9928373973346,0.0005872295548240708,0.0
211,2013-01-18,Nouvelle-Aquitaine,380390.0,248.0,3898.5907726280925,0.0006519624595809565,0.0
212,2013-01-18,Occitanie,338528.0,183.0,3181.555936288874,0.0005405756687777673,0.0
213,2013-01-18,Pays de la Loire,245060.0,115.0,1774.5190769607443,0.00046927283114339344,0.0
214,2013-01-18,Provence-Alpes-Côte d'Azur,347705.0,106.0,1540.3867991544555,0.00030485612803957373,0.0
215,2013-01-18,Île-de-France,653509.0,97.0,1812.8355676815468,0.0001484294784004505,0.0
216,2013-01-19,Auvergne-Rhône-Alpes,473185.0,154.0,2601.829487409787,0.0003254541035747118,0.0
217,2013-01-19,Bourgogne-Franche-Comté,156983.0,166.0,2969.0855825153044,0.001057439340565539,0.0
218,2013-01-19,Bretagne,184896.0,87.0,1569.4283164589822,0.0004705347871235721,0.0
219,2013-01-19,Centre-Val de Loire,157085.0,76.0,1244.7835757710793,0.0004838144953369195,0.0
220,2013-01-19,Grand Est,324049.0,189.0,3237.237334477193,0.0005832451265086453,0.0
221,2013-01-19,Hauts-de-France,376867.0,177.0,2819.8996356804923,0.0004696617108953557,0.0
222,2013-01-19,Normandie,231874.0,144.0,2066.4528493923426,0.0006210269370433944,0.0
223,2013-01-19,Nouvelle-Aquitaine,328255.0,200.0,3643.3735967464318,0.0006092824176326332,0.0
224,2013-01-19,Occitanie,295620.0,179.0,3563.7094377917597,0.0006055070698870171,0.0
225,2013-01-19,Pays de la Loire,218452.0,104.0,1800.2489883361104,0.00047607712449416806,0.0
226,2013-01-19,Provence-Alpes-Côte d'Azur,325285.0,108.0,1677.6237945186529,0.0003320165393424228,0.0
227,2013-01-19,Île-de-France,593948.0,111.0,2282.5106187747074,0.00018688504717584702,0.0
228,2013-01-20,Auvergne-Rhône-Alpes,437292.0,148.0,2705.697639106135,0.0003384466214794691,0.0
229,2013-01-20,Bourgogne-Franche-Comté,144704.0,176.0,3415.0682220256526,0.0012162759840778417,0.0
230,2013-01-20,Bretagne,170956.0,76.0,1482.7877582535857,0.0004445588338519853,0.0
231,2013-01-20,Centre-Val de Loire,153168.0,75.0,1259.8191201817613,0.0004896584142901911,0.0
232,2013-01-20,Grand Est,305147.0,221.0,4019.819854037562,0.0007242411034681645,0.0
233,2013-01-20,Hauts-de-France,364771.0,192.0,3160.3080727360452,0.0005263576325968896,0.0
234,2013-01-20,Normandie,223662.0,132.0,1963.7978914612227,0.0005901762480886337,0.0
235,2013-01-20,Nouvelle-Aquitaine,323924.0,179.0,3304.41789432089,0.0005525987577332954,0.0
236,2013-01-20,Occitanie,274308.0,183.0,3926.41034165974,0.0006671332954197471,0.0
237,2013-01-20,Pays de la Loire,202916.0,91.0,1695.8223747757693,0.00044846143231682073,0.0
238,2013-01-20,Provence-Alpes-Côte d'Azur,290859.0,95.0,1650.3496195751206,0.00032661873966423593,0.0
239,2013-01-20,Île-de-France,580127.0,70.0,1473.7140143451347,0.00012066323408495036,0.0
240,2013-01-21,Auvergne-Rhône-Alpes,491124.0,149.0,2425.4045638168773,0.0003033857029996498,0.0
241,2013-01-21,Bourgogne-Franche-Comté,164797.0,176.0,2998.6834226351207,0.0010679806064430783,0.0
242,2013-01-21,Bretagne,184705.0,88.0,1589.1092931972605,0.0004764353969843805,0.0
243,2013-01-21,Centre-Val de Loire,161140.0,72.0,1149.5929998758843,0.00044681643291547723,0.0
244,2013-01-21,Grand Est,334460.0,203.0,3368.800355797405,0.0006069485140226036,0.0
245,2013-01-21,Hauts-de-France,383124.0,176.0,2758.1749198692855,0.00045938129691692515,0.0
246,2013-01-21,Normandie,234033.0,139.0,1976.2995090435961,0.0005939333341879136,0.0
247,2013-01-21,Nouvelle-Aquitaine,346165.0,220.0,3800.358672887207,0.000635535077203068,0.0
248,2013-01-21,Occitanie,301898.0,183.0,3567.5816600308713,0.0006061649961245189,0.0
249,2013-01-21,Pays de la Loire,224476.0,114.0,1920.393369447068,0.0005078493914716941,0.0
250,2013-01-21,Provence-Alpes-Côte d'Azur,309629.0,109.0,1778.769714723104,0.0003520342086820033,0.0
251,2013-01-21,Île-de-France,618348.0,108.0,2133.187583690737,0.00017465892992295597,0.0
252,2013-01-22,Auvergne-Rhône-Alpes,486437.0,165.0,2711.7298540201505,0.00033920117096355746,0.0
253,2013-01-22,Bourgogne-Franche-Comté,164641.0,186.0,3172.065900960271,0.0011297307475051778,0.0
254,2013-01-22,Bretagne,179773.0,86.0,1595.598916411252,0.0004783810694598188,0.0
255,2013-01-22,Centre-Val de Loire,160174.0,71.0,1140.4632649493676,0.0004432679461086069,0.0
256,2013-01-22,Grand Est,347998.0,222.0,3540.785745895091,0.0006379347007741423,0.0
257,2013-01-22,Hauts-de-France,399883.0,179.0,2687.6244601545955,0.00044763093204762394,0.0
258,2013-01-22,Normandie,235851.0,171.0,2412.534044799471,0.0007250340257196281,0.0
259,2013-01-22,Nouvelle-Aquitaine,355648.0,260.0,4371.576052726291,0.0007310599244196509,0.0
260,2013-01-22,Occitanie,303193.0,193.0,3746.4609275280104,0.0006365582318853009,0.0
261,2013-01-22,Pays de la Loire,221035.0,110.0,1881.858212500283,0.0004976587418282172,0.0
262,2013-01-22,Provence-Alpes-Côte d'Azur,306209.0,98.0,1617.1227364316528,0.000320042846552518,0.0
263,2013-01-22,Île-de-France,618009.0,102.0,2015.7822847240088,0.00016504614010475575,0.0
264,2013-01-23,Auvergne-Rhône-Alpes,499410.0,156.0,2497.2179251516786,0.00031236859494203155,0.0
265,2013-01-23,Bourgogne-Franche-Comté,162658.0,187.0,3227.9992929951186,0.0011496514158541233,0.0
266,2013-01-23,Bretagne,178327.0,79.0,1477.6097057652516,0.000443006387142721,0.0
267,2013-01-23,Centre-Val de Loire,154998.0,63.0,1045.7537452096155,0.0004064568575078388,0.0
268,2013-01-23,Grand Est,343620.0,226.0,3650.5090332343866,0.0006577032768756184,0.0
269,2013-01-23,Hauts-de-France,395544.0,174.0,2641.21006006917,0.0004399004914750318,0.0
270,2013-01-23,Normandie,228230.0,161.0,2347.2978880953424,0.0007054287341716689,0.0
271,2013-01-23,Nouvelle-Aquitaine,350940.0,240.0,4089.4361429304154,0.0006838775859121217,0.0
